pathway	hgnc_symbol
hsa03320	FABP7
hsa03320	ACSL1
hsa03320	ACSL3
hsa03320	ACSL4
hsa03320	ACSBG1
hsa03320	ACSL6
hsa03320	GK
hsa03320	GK2
hsa03320	CYP4A22
hsa03320	SLC27A6
hsa03320	ACAA1
hsa03320	HMGCS2
hsa03320	ACADL
hsa03320	APOA1
hsa03320	APOA2
hsa03320	ACADM
hsa03320	APOC3
hsa03320	ILK
hsa03320	AQP7
hsa03320	SLC27A1
hsa03320	LPL
hsa03320	ME1
hsa03320	MMP1
hsa03320	PLIN5
hsa03320	OLR1
hsa03320	ACOX1
hsa03320	PCK1
hsa03320	PCK2
hsa03320	ANGPTL4
hsa03320	PDPK1
hsa03320	ACSL5
hsa03320	PLIN1
hsa03320	PLTP
hsa03320	PPARA
hsa03320	PPARD
hsa03320	PPARG
hsa03320	RXRA
hsa03320	RXRB
hsa03320	RXRG
hsa03320	SCD
hsa03320	SCP2
hsa03320	PLIN4
hsa03320	UBC
hsa03320	UCP1
hsa03320	SCD5
hsa03320	ACSBG2
hsa03320	ACOX2
hsa03320	ACOX3
hsa03320	ADIPOQ
hsa03320	FADS2
hsa03320	CD36
hsa03410	PARP2
hsa03410	PARP3
hsa03410	POLD3
hsa03410	PARP1
hsa03410	PARP4
hsa03410	FEN1
hsa03410	SMUG1
hsa03410	NEIL2
hsa03410	APEX2
hsa03410	POLL
hsa03410	HMGB1
hsa03410	APEX1
hsa03410	LIG1
hsa03410	LIG3
hsa03410	MPG
hsa03410	MUTYH
hsa03410	NTHL1
hsa03410	OGG1
hsa03410	PCNA
hsa03410	POLE3
hsa03410	POLB
hsa03410	POLD1
hsa03410	POLD2
hsa03410	POLE
hsa03410	POLE2
hsa03410	NEIL3
hsa03410	POLE4
hsa03410	POLD4
hsa03410	TDG
hsa03410	UNG
hsa03410	XRCC1
hsa03410	NEIL1
hsa03410	MBD4
hsa03420	ERCC5
hsa03420	CDK7
hsa03420	CETN2
hsa03420	POLD3
hsa03420	ERCC8
hsa03420	DDB1
hsa03420	DDB2
hsa03420	ERCC1
hsa03420	ERCC2
hsa03420	ERCC3
hsa03420	ERCC4
hsa03420	ERCC6
hsa03420	GTF2H1
hsa03420	GTF2H2
hsa03420	GTF2H3
hsa03420	GTF2H4
hsa03420	RPA4
hsa03420	LIG1
hsa03420	GTF2H5
hsa03420	MNAT1
hsa03420	PCNA
hsa03420	POLE3
hsa03420	POLD1
hsa03420	POLD2
hsa03420	POLE
hsa03420	POLE2
hsa03420	POLE4
hsa03420	POLD4
hsa03420	RAD23A
hsa03420	RAD23B
hsa03420	RFC1
hsa03420	RFC2
hsa03420	RFC3
hsa03420	RFC4
hsa03420	RFC5
hsa03420	RPA1
hsa03420	RPA2
hsa03420	RPA3
hsa03420	GTF2H2C
hsa03420	GTF2H2C_2
hsa03420	XPA
hsa03420	XPC
hsa03420	CUL4B
hsa03420	CUL4A
hsa03420	CCNH
hsa03420	RBX1
hsa03430	POLD3
hsa03430	MLH3
hsa03430	MSH6
hsa03430	RPA4
hsa03430	LIG1
hsa03430	MLH1
hsa03430	MSH2
hsa03430	MSH3
hsa03430	PCNA
hsa03430	PMS2
hsa03430	POLD1
hsa03430	POLD2
hsa03430	POLD4
hsa03430	RFC1
hsa03430	RFC2
hsa03430	RFC3
hsa03430	RFC4
hsa03430	RFC5
hsa03430	RPA1
hsa03430	RPA2
hsa03430	RPA3
hsa03430	SSBP1
hsa03430	EXO1
hsa03440	RAD50
hsa03440	POLD3
hsa03440	TOPBP1
hsa03440	EME1
hsa03440	FSBP
hsa03440	RAD54B
hsa03440	BABAM1
hsa03440	RPA4
hsa03440	MRE11
hsa03440	NBN
hsa03440	ATM
hsa03440	SYCP3
hsa03440	UIMC1
hsa03440	POLD1
hsa03440	POLD2
hsa03440	POLD4
hsa03440	BARD1
hsa03440	
hsa03440	RAD51
hsa03440	RAD51C
hsa03440	RAD51B
hsa03440	RAD51D
hsa03440	RAD52
hsa03440	RBBP8
hsa03440	RPA1
hsa03440	RPA2
hsa03440	RPA3
hsa03440	BLM
hsa03440	BRCA1
hsa03440	SSBP1
hsa03440	BRCA2
hsa03440	TOP3A
hsa03440	XRCC2
hsa03440	XRCC3
hsa03440	BRCC3
hsa03440	PALB2
hsa03440	SEM1
hsa03440	MUS81
hsa03440	BRIP1
hsa03440	ABRAXAS1
hsa03440	RAD54L
hsa03440	TOP3B
hsa03440	BABAM2
hsa03450	RAD50
hsa03450	DNTT
hsa03450	FEN1
hsa03450	XRCC6
hsa03450	POLL
hsa03450	POLM
hsa03450	LIG4
hsa03450	MRE11
hsa03450	PRKDC
hsa03450	DCLRE1C
hsa03450	XRCC4
hsa03450	XRCC5
hsa03450	NHEJ1
hsa03460	CENPS-CORT
hsa03460	POLI
hsa03460	RMI2
hsa03460	EME1
hsa03460	EME2
hsa03460	CENPX
hsa03460	ERCC1
hsa03460	ERCC4
hsa03460	FANCA
hsa03460	FANCC
hsa03460	FANCD2
hsa03460	FANCE
hsa03460	FANCB
hsa03460	FANCF
hsa03460	FANCG
hsa03460	FAN1
hsa03460	UBE2T
hsa03460	RPA4
hsa03460	HES1
hsa03460	POLN
hsa03460	CENPS
hsa03460	MLH1
hsa03460	POLK
hsa03460	REV1
hsa03460	PMS2
hsa03460	POLH
hsa03460	ATR
hsa03460	SLX1A
hsa03460	FANCL
hsa03460	FANCI
hsa03460	WDR48
hsa03460	FANCM
hsa03460	
hsa03460	RAD51
hsa03460	RAD51C
hsa03460	REV3L
hsa03460	RPA1
hsa03460	RPA2
hsa03460	RPA3
hsa03460	BLM
hsa03460	BRCA1
hsa03460	BRCA2
hsa03460	TOP3A
hsa03460	USP1
hsa03460	SLX1B
hsa03460	PALB2
hsa03460	RMI1
hsa03460	MUS81
hsa03460	FAAP100
hsa03460	BRIP1
hsa03460	ATRIP
hsa03460	SLX4
hsa03460	TOP3B
hsa03460	FAAP24
hsa03460	TELO2
hsa04010	AKT3
hsa04010	PLA2G4B
hsa04010	PPP5D1
hsa04010	RASGRP1
hsa04010	RASGRP2
hsa04010	CACNG3
hsa04010	CACNG2
hsa04010	TAB1
hsa04010	MAP3K2
hsa04010	GADD45G
hsa04010	MAP4K1
hsa04010	DUSP10
hsa04010	CHUK
hsa04010	RASGRP4
hsa04010	PLA2G4E
hsa04010	MAP3K8
hsa04010	ATF2
hsa04010	CRK
hsa04010	CRKL
hsa04010	MAPK14
hsa04010	CSF1
hsa04010	CSF1R
hsa04010	DAXX
hsa04010	GADD45A
hsa04010	DDIT3
hsa04010	DUSP1
hsa04010	DUSP2
hsa04010	DUSP3
hsa04010	DUSP4
hsa04010	DUSP5
hsa04010	DUSP6
hsa04010	DUSP7
hsa04010	DUSP8
hsa04010	DUSP9
hsa04010	EFNA1
hsa04010	EFNA2
hsa04010	EFNA3
hsa04010	EFNA4
hsa04010	EFNA5
hsa04010	EGF
hsa04010	EGFR
hsa04010	EPHA2
hsa04010	ELK1
hsa04010	ELK4
hsa04010	ERBB2
hsa04010	ERBB3
hsa04010	ERBB4
hsa04010	EREG
hsa04010	AKT1
hsa04010	AKT2
hsa04010	MECOM
hsa04010	FGF1
hsa04010	FGF2
hsa04010	FGF3
hsa04010	FGF4
hsa04010	FGF5
hsa04010	FGF6
hsa04010	FGF7
hsa04010	FGF8
hsa04010	FGF9
hsa04010	FGF10
hsa04010	FGFR1
hsa04010	FGFR3
hsa04010	FGFR2
hsa04010	FGFR4
hsa04010	VEGFD
hsa04010	RRAS2
hsa04010	MRAS
hsa04010	TAB2
hsa04010	FLNA
hsa04010	MAPK8IP3
hsa04010	FLNB
hsa04010	FLNC
hsa04010	FLT1
hsa04010	FLT3
hsa04010	FLT3LG
hsa04010	FLT4
hsa04010	FOS
hsa04010	MAPK8IP2
hsa04010	PLA2G4F
hsa04010	RASGRP3
hsa04010	FGF20
hsa04010	FGF21
hsa04010	FGF22
hsa04010	CACNG5
hsa04010	CACNG4
hsa04010	RPS6KA6
hsa04010	GNA12
hsa04010	PLA2G4D
hsa04010	ANGPT1
hsa04010	ANGPT2
hsa04010	MKNK2
hsa04010	GRB2
hsa04010	HGF
hsa04010	NR4A1
hsa04010	HRAS
hsa04010	HSPA1A
hsa04010	HSPA1B
hsa04010	HSPA1L
hsa04010	HSPA2
hsa04010	HSPA6
hsa04010	HSPA8
hsa04010	HSPB1
hsa04010	IGF1
hsa04010	IGF1R
hsa04010	IGF2
hsa04010	
hsa04010	FAS
hsa04010	IKBKB
hsa04010	IL1A
hsa04010	IL1B
hsa04010	IL1R1
hsa04010	IL1RAP
hsa04010	FASLG
hsa04010	INS
hsa04010	INSR
hsa04010	IRAK1
hsa04010	ARAF
hsa04010	JUN
hsa04010	JUND
hsa04010	AREG
hsa04010	KDR
hsa04010	KIT
hsa04010	KRAS
hsa04010	STMN1
hsa04010	ARRB1
hsa04010	ARRB2
hsa04010	MAPT
hsa04010	MAX
hsa04010	MEF2C
hsa04010	MAP3K1
hsa04010	MAP3K3
hsa04010	MAP3K4
hsa04010	MAP3K5
hsa04010	MET
hsa04010	KITLG
hsa04010	MAP3K11
hsa04010	MYC
hsa04010	MYD88
hsa04010	GADD45B
hsa04010	ATF4
hsa04010	NF1
hsa04010	NFATC1
hsa04010	NFATC3
hsa04010	NFKB1
hsa04010	NFKB2
hsa04010	NGF
hsa04010	NGFR
hsa04010	NRAS
hsa04010	NTF3
hsa04010	NTF4
hsa04010	NTRK1
hsa04010	NTRK2
hsa04010	PAK1
hsa04010	PAK2
hsa04010	IRAK4
hsa04010	ECSIT
hsa04010	TAOK3
hsa04010	ANGPT4
hsa04010	PDGFA
hsa04010	PDGFB
hsa04010	PDGFRA
hsa04010	PDGFRB
hsa04010	NLK
hsa04010	MAP3K20
hsa04010	PGF
hsa04010	PLA2G4A
hsa04010	PPM1A
hsa04010	PPM1B
hsa04010	PPP3CA
hsa04010	PPP3CB
hsa04010	PPP3CC
hsa04010	PPP3R1
hsa04010	PPP3R2
hsa04010	PPP5C
hsa04010	PRKACA
hsa04010	PRKACB
hsa04010	PRKACG
hsa04010	PRKCA
hsa04010	PRKCB
hsa04010	CACNA2D3
hsa04010	PRKCG
hsa04010	MAPK1
hsa04010	MAPK3
hsa04010	GNG12
hsa04010	MAPK7
hsa04010	MAPK8
hsa04010	MAPK11
hsa04010	MAPK9
hsa04010	MAPK10
hsa04010	MAPK13
hsa04010	PDGFC
hsa04010	MAP2K1
hsa04010	MAP2K2
hsa04010	MAP2K3
hsa04010	MAP2K5
hsa04010	MAP2K6
hsa04010	MAP2K7
hsa04010	TAOK1
hsa04010	PTPN7
hsa04010	PTPRR
hsa04010	MAP4K2
hsa04010	RAC1
hsa04010	RAC2
hsa04010	RAC3
hsa04010	RAF1
hsa04010	RAP1A
hsa04010	RAP1B
hsa04010	RASA1
hsa04010	RASA2
hsa04010	RASGRF1
hsa04010	RASGRF2
hsa04010	CACNG8
hsa04010	CACNG7
hsa04010	CACNG6
hsa04010	RELA
hsa04010	RELB
hsa04010	RPS6KA1
hsa04010	RPS6KA2
hsa04010	RPS6KA3
hsa04010	RRAS
hsa04010	BDNF
hsa04010	MAPK12
hsa04010	MAP2K4
hsa04010	SOS1
hsa04010	SOS2
hsa04010	SRF
hsa04010	BRAF
hsa04010	STK3
hsa04010	STK4
hsa04010	MAP3K7
hsa04010	TEK
hsa04010	TGFA
hsa04010	TGFB1
hsa04010	TGFB2
hsa04010	TGFB3
hsa04010	TGFBR1
hsa04010	TGFBR2
hsa04010	TNF
hsa04010	TNFRSF1A
hsa04010	TP53
hsa04010	TRAF2
hsa04010	TRAF6
hsa04010	VEGFA
hsa04010	VEGFB
hsa04010	VEGFC
hsa04010	CACNA1A
hsa04010	CACNA1B
hsa04010	CACNA1C
hsa04010	CACNA1D
hsa04010	CACNA1E
hsa04010	CACNA1F
hsa04010	MAP3K12
hsa04010	CACNA1S
hsa04010	CACNA2D1
hsa04010	CACNB1
hsa04010	CACNB2
hsa04010	CACNB3
hsa04010	CACNB4
hsa04010	CACNG1
hsa04010	MAPKAPK3
hsa04010	PDGFD
hsa04010	FGF23
hsa04010	DUSP16
hsa04010	CASP3
hsa04010	PTPN5
hsa04010	MAP4K3
hsa04010	IKBKG
hsa04010	MAPKAPK5
hsa04010	MKNK1
hsa04010	PLA2G4C
hsa04010	LAMTOR3
hsa04010	JMJD7-PLA2G4B
hsa04010	TRADD
hsa04010	FGF18
hsa04010	FGF17
hsa04010	FGF16
hsa04010	CACNA1I
hsa04010	CACNA1H
hsa04010	CACNA1G
hsa04010	RPS6KA4
hsa04010	MAP3K14
hsa04010	MAP3K6
hsa04010	MAP3K13
hsa04010	RPS6KA5
hsa04010	CACNA2D2
hsa04010	MAPKAPK2
hsa04010	CD14
hsa04010	TAOK2
hsa04010	CACNA2D4
hsa04010	MAP4K4
hsa04010	MAPK8IP1
hsa04010	RAPGEF2
hsa04010	CDC25B
hsa04010	FGF19
hsa04010	CDC42
hsa04012	AKT3
hsa04012	CDKN1A
hsa04012	CDKN1B
hsa04012	PAK4
hsa04012	BUB1B-PAK6
hsa04012	PAK6
hsa04012	NRG3
hsa04012	CRK
hsa04012	CRKL
hsa04012	NRG4
hsa04012	HBEGF
hsa04012	EGF
hsa04012	EGFR
hsa04012	EIF4EBP1
hsa04012	ELK1
hsa04012	ERBB2
hsa04012	ERBB3
hsa04012	ERBB4
hsa04012	EREG
hsa04012	AKT1
hsa04012	AKT2
hsa04012	MTOR
hsa04012	ABL1
hsa04012	GAB1
hsa04012	SHC2
hsa04012	ABL2
hsa04012	GRB2
hsa04012	GSK3B
hsa04012	NRG1
hsa04012	HRAS
hsa04012	ARAF
hsa04012	JUN
hsa04012	AREG
hsa04012	KRAS
hsa04012	SHC4
hsa04012	MYC
hsa04012	NCK1
hsa04012	NRAS
hsa04012	PAK1
hsa04012	PAK2
hsa04012	PAK3
hsa04012	PIK3CA
hsa04012	PIK3CB
hsa04012	PIK3CD
hsa04012	PIK3R1
hsa04012	PIK3R2
hsa04012	PLCG1
hsa04012	SHC3
hsa04012	PLCG2
hsa04012	PRKCA
hsa04012	PRKCB
hsa04012	PRKCG
hsa04012	MAPK1
hsa04012	MAPK3
hsa04012	MAPK8
hsa04012	MAPK9
hsa04012	MAPK10
hsa04012	MAP2K1
hsa04012	MAP2K2
hsa04012	MAP2K7
hsa04012	PAK5
hsa04012	BAD
hsa04012	PTK2
hsa04012	RAF1
hsa04012	RPS6KB1
hsa04012	RPS6KB2
hsa04012	MAP2K4
hsa04012	SHC1
hsa04012	SOS1
hsa04012	SOS2
hsa04012	SRC
hsa04012	BRAF
hsa04012	STAT5A
hsa04012	STAT5B
hsa04012	BTC
hsa04012	TGFA
hsa04012	CAMK2A
hsa04012	CAMK2B
hsa04012	CAMK2D
hsa04012	CAMK2G
hsa04012	NCK2
hsa04012	PIK3R3
hsa04012	CBL
hsa04012	CBLB
hsa04012	NRG2
hsa04014	AKT3
hsa04014	PLA2G4B
hsa04014	RASA4B
hsa04014	RASGRP1
hsa04014	RASA4
hsa04014	RASGRP2
hsa04014	PAK4
hsa04014	GNB5
hsa04014	BUB1B-PAK6
hsa04014	PAK6
hsa04014	RALBP1
hsa04014	PLA2G16
hsa04014	RASSF1
hsa04014	CHUK
hsa04014	RASGRP4
hsa04014	PLA2G4E
hsa04014	CSF1
hsa04014	CSF1R
hsa04014	CALML6
hsa04014	EFNA1
hsa04014	EFNA2
hsa04014	EFNA3
hsa04014	EFNA4
hsa04014	EFNA5
hsa04014	EGF
hsa04014	EGFR
hsa04014	EPHA2
hsa04014	ELK1
hsa04014	AKT1
hsa04014	AKT2
hsa04014	ETS1
hsa04014	ETS2
hsa04014	FGF1
hsa04014	FGF2
hsa04014	FGF3
hsa04014	FGF4
hsa04014	FGF5
hsa04014	FGF6
hsa04014	FGF7
hsa04014	FGF8
hsa04014	FGF9
hsa04014	FGF10
hsa04014	FGFR1
hsa04014	FGFR3
hsa04014	FGFR2
hsa04014	FGFR4
hsa04014	VEGFD
hsa04014	RRAS2
hsa04014	MRAS
hsa04014	RASA3
hsa04014	RGL1
hsa04014	FLT1
hsa04014	FLT3
hsa04014	FLT3LG
hsa04014	FLT4
hsa04014	ABL1
hsa04014	GAB1
hsa04014	PLA2G4F
hsa04014	SHC2
hsa04014	RASGRP3
hsa04014	PLA2G2D
hsa04014	FGF20
hsa04014	FGF21
hsa04014	ABL2
hsa04014	FGF22
hsa04014	LAT
hsa04014	GNB1
hsa04014	GNB2
hsa04014	GNB3
hsa04014	GNG3
hsa04014	GNG4
hsa04014	GNG5
hsa04014	GNG7
hsa04014	GNG10
hsa04014	GNG11
hsa04014	GNGT1
hsa04014	GNGT2
hsa04014	KSR2
hsa04014	PLA2G4D
hsa04014	ANGPT1
hsa04014	ANGPT2
hsa04014	GRB2
hsa04014	GRIN1
hsa04014	GRIN2A
hsa04014	GRIN2B
hsa04014	TBK1
hsa04014	PLA2G2E
hsa04014	HGF
hsa04014	HRAS
hsa04014	HTR7
hsa04014	IGF1
hsa04014	IGF1R
hsa04014	IGF2
hsa04014	
hsa04014	IKBKB
hsa04014	FASLG
hsa04014	INS
hsa04014	INSR
hsa04014	KDR
hsa04014	KIT
hsa04014	ARF6
hsa04014	KRAS
hsa04014	RHOA
hsa04014	PLA2G2C
hsa04014	SHC4
hsa04014	MET
hsa04014	KITLG
hsa04014	AFDN
hsa04014	FOXO4
hsa04014	NF1
hsa04014	NFKB1
hsa04014	NGF
hsa04014	NGFR
hsa04014	NRAS
hsa04014	NTF3
hsa04014	NTF4
hsa04014	NTRK1
hsa04014	NTRK2
hsa04014	PLA2G3
hsa04014	PAK1
hsa04014	PAK2
hsa04014	PAK3
hsa04014	PLCE1
hsa04014	PLA1A
hsa04014	ANGPT4
hsa04014	PDGFA
hsa04014	PDGFB
hsa04014	PDGFRA
hsa04014	PDGFRB
hsa04014	GNG13
hsa04014	CALML5
hsa04014	PGF
hsa04014	PIK3CA
hsa04014	PIK3CB
hsa04014	PIK3CD
hsa04014	PIK3R1
hsa04014	PIK3R2
hsa04014	PLA2G1B
hsa04014	PLA2G2A
hsa04014	PLA2G4A
hsa04014	PLA2G5
hsa04014	PLCG1
hsa04014	SHC3
hsa04014	PLCG2
hsa04014	PLD1
hsa04014	PLD2
hsa04014	GNG2
hsa04014	PRKACA
hsa04014	PRKACB
hsa04014	PRKACG
hsa04014	EXOC2
hsa04014	PRKCA
hsa04014	PRKCB
hsa04014	PRKCG
hsa04014	MAPK1
hsa04014	MAPK3
hsa04014	GNG12
hsa04014	MAPK8
hsa04014	MAPK9
hsa04014	MAPK10
hsa04014	PDGFC
hsa04014	MAP2K1
hsa04014	MAP2K2
hsa04014	PAK5
hsa04014	BAD
hsa04014	PTPN11
hsa04014	RGL2
hsa04014	RAB5A
hsa04014	RAB5B
hsa04014	RAB5C
hsa04014	RAC1
hsa04014	RAC2
hsa04014	RAC3
hsa04014	RAF1
hsa04014	RALA
hsa04014	RALB
hsa04014	RALGDS
hsa04014	RAP1A
hsa04014	RAP1B
hsa04014	RASA1
hsa04014	RASA2
hsa04014	RASGRF1
hsa04014	RASGRF2
hsa04014	GNB4
hsa04014	REL
hsa04014	RELA
hsa04014	BCL2L1
hsa04014	RRAS
hsa04014	BDNF
hsa04014	PLA2G2F
hsa04014	SHC1
hsa04014	RASAL3
hsa04014	SOS1
hsa04014	SOS2
hsa04014	STK4
hsa04014	TEK
hsa04014	TGFA
hsa04014	TIAM1
hsa04014	VEGFA
hsa04014	VEGFB
hsa04014	VEGFC
hsa04014	ZAP70
hsa04014	CALM1
hsa04014	PDGFD
hsa04014	SHOC2
hsa04014	CALM2
hsa04014	FGF23
hsa04014	CALM3
hsa04014	CALML3
hsa04014	PLA2G12A
hsa04014	BRAP
hsa04014	RASSF5
hsa04014	PLA2G6
hsa04014	PLA2G10
hsa04014	RASAL1
hsa04014	PLA2G12B
hsa04014	PIK3R3
hsa04014	IKBKG
hsa04014	PLA2G4C
hsa04014	JMJD7-PLA2G4B
hsa04014	FGF18
hsa04014	FGF17
hsa04014	FGF16
hsa04014	SYNGAP1
hsa04014	KSR1
hsa04014	CALML4
hsa04014	GNG8
hsa04014	RASAL2
hsa04014	RIN1
hsa04014	RAPGEF5
hsa04014	GAB2
hsa04014	FGF19
hsa04014	CDC42
hsa04015	AKT3
hsa04015	RASGRP2
hsa04015	RAPGEF3
hsa04015	RGS14
hsa04015	ADCY1
hsa04015	ADCY2
hsa04015	ADCY3
hsa04015	RAPGEF4
hsa04015	ADCY5
hsa04015	ADCY6
hsa04015	ADCY7
hsa04015	ADCY8
hsa04015	ADCY9
hsa04015	CNR1
hsa04015	ADORA2A
hsa04015	ADORA2B
hsa04015	CRK
hsa04015	CRKL
hsa04015	MAPK14
hsa04015	CSF1
hsa04015	CSF1R
hsa04015	CTNNB1
hsa04015	CTNND1
hsa04015	CALML6
hsa04015	DRD2
hsa04015	LPAR1
hsa04015	EFNA1
hsa04015	EFNA2
hsa04015	EFNA3
hsa04015	EFNA4
hsa04015	EFNA5
hsa04015	EGF
hsa04015	EGFR
hsa04015	ADCY4
hsa04015	EPHA2
hsa04015	AKT1
hsa04015	AKT2
hsa04015	F2R
hsa04015	FGF1
hsa04015	FGF2
hsa04015	FGF3
hsa04015	FGF4
hsa04015	FGF5
hsa04015	FGF6
hsa04015	FGF7
hsa04015	FGF8
hsa04015	FGF9
hsa04015	FGF10
hsa04015	FGFR1
hsa04015	FGFR3
hsa04015	FGFR2
hsa04015	FGFR4
hsa04015	VEGFD
hsa04015	MRAS
hsa04015	SIPA1L3
hsa04015	FLT1
hsa04015	PLCB1
hsa04015	FLT4
hsa04015	LPAR3
hsa04015	FPR1
hsa04015	PRKD3
hsa04015	FYB1
hsa04015	RASGRP3
hsa04015	PRKD2
hsa04015	SIPA1L1
hsa04015	MAGI3
hsa04015	FGF20
hsa04015	FGF21
hsa04015	FGF22
hsa04015	LAT
hsa04015	GNAI1
hsa04015	GNAI2
hsa04015	GNAI3
hsa04015	GNAO1
hsa04015	GNAQ
hsa04015	GNAS
hsa04015	ANGPT1
hsa04015	LPAR4
hsa04015	ANGPT2
hsa04015	RAPGEF1
hsa04015	GRIN1
hsa04015	GRIN2A
hsa04015	GRIN2B
hsa04015	HGF
hsa04015	HRAS
hsa04015	ID1
hsa04015	PFN3
hsa04015	IGF1
hsa04015	IGF1R
hsa04015	INS
hsa04015	INSR
hsa04015	ITGA2B
hsa04015	ITGAL
hsa04015	ITGAM
hsa04015	ITGB1
hsa04015	ITGB2
hsa04015	ITGB3
hsa04015	PFN4
hsa04015	KDR
hsa04015	KIT
hsa04015	KRAS
hsa04015	RHOA
hsa04015	LCP2
hsa04015	MET
hsa04015	KITLG
hsa04015	AFDN
hsa04015	NGF
hsa04015	NGFR
hsa04015	NRAS
hsa04015	P2RY1
hsa04015	PARD6A
hsa04015	PLCE1
hsa04015	ANGPT4
hsa04015	PDGFA
hsa04015	PDGFB
hsa04015	PDGFRA
hsa04015	PDGFRB
hsa04015	RAPGEF6
hsa04015	CALML5
hsa04015	PFN1
hsa04015	PFN2
hsa04015	PGF
hsa04015	PIK3CA
hsa04015	PIK3CB
hsa04015	PIK3CD
hsa04015	PIK3R1
hsa04015	PIK3R2
hsa04015	PLCB2
hsa04015	PLCB3
hsa04015	PLCB4
hsa04015	PLCG1
hsa04015	APBB1IP
hsa04015	PRKCA
hsa04015	PRKCB
hsa04015	PRKCG
hsa04015	PRKCI
hsa04015	PRKD1
hsa04015	PRKCZ
hsa04015	MAPK1
hsa04015	MAPK3
hsa04015	MAPK11
hsa04015	MAPK13
hsa04015	PDGFC
hsa04015	MAP2K1
hsa04015	MAP2K2
hsa04015	MAP2K3
hsa04015	MAP2K6
hsa04015	PARD3
hsa04015	LPAR5
hsa04015	SIPA1L2
hsa04015	RAC1
hsa04015	RAC2
hsa04015	RAC3
hsa04015	RAF1
hsa04015	RALA
hsa04015	RALB
hsa04015	RALGDS
hsa04015	RAP1A
hsa04015	RAP1B
hsa04015	RAP1GAP
hsa04015	ACTB
hsa04015	RRAS
hsa04015	MAPK12
hsa04015	ARAP3
hsa04015	SIPA1
hsa04015	SRC
hsa04015	BRAF
hsa04015	TEK
hsa04015	THBS1
hsa04015	TIAM1
hsa04015	TLN1
hsa04015	ACTG1
hsa04015	VASP
hsa04015	VAV2
hsa04015	VEGFA
hsa04015	VEGFB
hsa04015	VEGFC
hsa04015	CALM1
hsa04015	PDGFD
hsa04015	CALM2
hsa04015	FGF23
hsa04015	CALM3
hsa04015	CALML3
hsa04015	RASSF5
hsa04015	TLN2
hsa04015	PARD6G
hsa04015	PARD6B
hsa04015	PIK3R3
hsa04015	SKAP1
hsa04015	FGF18
hsa04015	FGF17
hsa04015	FGF16
hsa04015	KRIT1
hsa04015	F2RL3
hsa04015	LPAR2
hsa04015	CALML4
hsa04015	MAGI1
hsa04015	BCAR1
hsa04015	RAPGEF2
hsa04015	DOCK4
hsa04015	RAPGEF5
hsa04015	FARP2
hsa04015	MAGI2
hsa04015	FGF19
hsa04015	CDC42
hsa04015	CDH1
hsa04020	PPIF
hsa04020	
hsa04020	ADCY1
hsa04020	ADCY2
hsa04020	CYSLTR1
hsa04020	ADCY3
hsa04020	CHRM1
hsa04020	CHRM2
hsa04020	ADCY7
hsa04020	PLCD3
hsa04020	CHRM3
hsa04020	CHRM5
hsa04020	CHRNA7
hsa04020	ADCY8
hsa04020	ADCY9
hsa04020	ADORA2A
hsa04020	ADORA2B
hsa04020	ADRA1D
hsa04020	ADRA1B
hsa04020	ADRA1A
hsa04020	ADRB1
hsa04020	ADRB2
hsa04020	ADRB3
hsa04020	CALML6
hsa04020	DRD1
hsa04020	DRD5
hsa04020	AGTR1
hsa04020	EDNRA
hsa04020	EDNRB
hsa04020	EGFR
hsa04020	ADCY4
hsa04020	ERBB2
hsa04020	ERBB3
hsa04020	ERBB4
hsa04020	F2R
hsa04020	PTK2B
hsa04020	P2RX2
hsa04020	PLCB1
hsa04020	GNA11
hsa04020	GNA15
hsa04020	GNAL
hsa04020	GNAQ
hsa04020	GNAS
hsa04020	GRIN1
hsa04020	GRIN2A
hsa04020	GRIN2C
hsa04020	GRIN2D
hsa04020	SLC25A4
hsa04020	GRM1
hsa04020	GRM5
hsa04020	SLC25A5
hsa04020	GRPR
hsa04020	SLC25A6
hsa04020	HRH1
hsa04020	HRH2
hsa04020	HTR2A
hsa04020	HTR2B
hsa04020	HTR2C
hsa04020	HTR4
hsa04020	HTR5A
hsa04020	HTR6
hsa04020	HTR7
hsa04020	MYLK4
hsa04020	ITPKA
hsa04020	ITPKB
hsa04020	ITPR1
hsa04020	ITPR2
hsa04020	ITPR3
hsa04020	LHCGR
hsa04020	MYLK
hsa04020	NOS1
hsa04020	NOS2
hsa04020	NOS3
hsa04020	ATP2A1
hsa04020	ATP2A2
hsa04020	ATP2A3
hsa04020	ATP2B1
hsa04020	ATP2B2
hsa04020	ATP2B3
hsa04020	NTSR1
hsa04020	ATP2B4
hsa04020	OXTR
hsa04020	P2RX1
hsa04020	P2RX3
hsa04020	P2RX4
hsa04020	P2RX5
hsa04020	P2RX7
hsa04020	PLCE1
hsa04020	PDE1A
hsa04020	PDE1C
hsa04020	PDE1B
hsa04020	PDGFRA
hsa04020	PDGFRB
hsa04020	CALML5
hsa04020	PHKA1
hsa04020	PHKA2
hsa04020	PHKB
hsa04020	PHKG1
hsa04020	PHKG2
hsa04020	PLCB2
hsa04020	PLCB3
hsa04020	PLCB4
hsa04020	PLCD1
hsa04020	PLCG1
hsa04020	PLCG2
hsa04020	PLN
hsa04020	AVPR1A
hsa04020	AVPR1B
hsa04020	PPP3CA
hsa04020	PPP3CB
hsa04020	PPP3CC
hsa04020	PPP3R1
